sku,valid_from,valid_to,price
QX-DRY-312,2024-02-21,2025-12-11,1.58
QX-DRY-312,2025-12-11,,1.68
QX-HBC-313,2025-03-08,2025-08-01,3.65
QX-HBC-313,2025-08-01,2025-08-25,3.85
QX-HBC-313,2025-08-25,2026-03-16,4.15
QX-HBC-313,2026-03-16,,4.17
QX-CER-314,2024-06-17,2026-01-23,3.91
QX-CER-314,2026-01-23,2026-02-04,4.00
QX-CER-314,2026-02-04,2026-02-04,4.30
QX-CER-314,2026-02-04,,4.28
QX-CHL-315,2023-12-14,2026-01-16,1.51
QX-CHL-315,2026-01-16,2026-03-27,1.61
QX-CHL-315,2026-03-27,2026-03-28,1.67
QX-CHL-315,2026-03-28,2026-03-28,1.73
QX-CHL-315,2026-03-28,2026-03-28,1.76
QX-CHL-315,2026-03-28,,1.84
QX-CER-316,2024-05-09,2026-01-22,2.16
QX-CER-316,2026-01-22,2026-01-22,2.35
QX-CER-316,2026-01-22,2026-01-22,2.56
QX-CER-316,2026-01-22,2026-01-22,2.71
QX-CER-316,2026-01-22,,2.29
QX-BWS-317,2024-11-07,2025-11-16,13.22
QX-BWS-317,2025-11-16,2026-02-19,13.92
QX-BWS-317,2026-02-19,2026-02-19,14.89
QX-BWS-317,2026-02-19,2026-02-19,16.00
QX-BWS-317,2026-02-19,2026-02-28,17.36
QX-BWS-317,2026-02-28,2026-02-28,18.05
QX-BWS-317,2026-02-28,,13.89
QX-TIN-318,2024-01-06,2025-11-28,1.59
QX-TIN-318,2025-11-28,2025-11-28,1.65
QX-TIN-318,2025-11-28,2026-01-29,1.69
QX-TIN-318,2026-01-29,2026-01-29,1.76
QX-TIN-318,2026-01-29,2026-03-22,1.89
QX-TIN-318,2026-03-22,2026-03-22,1.94
QX-TIN-318,2026-03-22,,1.88
QX-CER-319,2024-10-22,2025-12-08,3.27
QX-CER-319,2025-12-08,2025-12-08,3.33
QX-CER-319,2025-12-08,2025-12-08,3.47
QX-CER-319,2025-12-08,,3.69
QX-BWS-320,2024-12-18,2025-08-12,13.49
QX-BWS-320,2025-08-12,2026-02-28,13.98
QX-BWS-320,2026-02-28,,16.15
QX-HHD-321,2024-01-08,2025-11-05,8.76
QX-HHD-321,2025-11-05,2025-11-05,8.95
QX-HHD-321,2025-11-05,2025-11-05,9.39
QX-HHD-321,2025-11-05,2026-02-17,10.13
QX-HHD-321,2026-02-17,,10.21
QX-FRZ-322,2024-06-12,2025-11-10,2.13
QX-FRZ-322,2025-11-10,2026-02-13,2.24
QX-FRZ-322,2026-02-13,2026-02-13,2.39
QX-FRZ-322,2026-02-13,,2.25
QX-FRZ-323,2024-06-17,2025-07-07,7.18
QX-FRZ-323,2025-07-07,2025-11-13,7.71
QX-FRZ-323,2025-11-13,2025-11-13,8.39
QX-FRZ-323,2025-11-13,,8.24
QX-CER-324,2024-03-01,2025-07-09,2.68
QX-CER-324,2025-07-09,2026-02-14,2.71
QX-CER-324,2026-02-14,2026-02-14,2.80
QX-CER-324,2026-02-14,,3.09
QX-HBC-325,2023-11-27,2026-03-01,3.40
QX-HBC-325,2026-03-01,2026-03-01,3.55
QX-HBC-325,2026-03-01,2026-03-01,3.73
QX-HBC-325,2026-03-01,,3.79
QX-PET-326,2023-12-26,2026-03-01,4.74
QX-PET-326,2026-03-01,2026-03-01,4.80
QX-PET-326,2026-03-01,,5.66
QX-BAK-327,2025-03-20,2025-10-20,1.97
QX-BAK-327,2025-10-20,2025-12-01,2.02
QX-BAK-327,2025-12-01,2026-03-11,2.14
QX-BAK-327,2026-03-11,2026-03-11,2.16
QX-BAK-327,2026-03-11,,2.19
QX-BAK-328,2024-07-01,2025-10-17,3.34
QX-BAK-328,2025-10-17,2025-10-17,3.60
QX-BAK-328,2025-10-17,2026-02-16,3.65
QX-BAK-328,2026-02-16,,3.85
QX-CER-329,2024-11-16,2025-11-05,3.91
QX-CER-329,2025-11-05,2025-12-29,4.23
QX-CER-329,2025-12-29,,4.22
QX-HHD-330,2024-05-05,2025-08-25,5.51
QX-HHD-330,2025-08-25,,6.03
QX-CER-331,2024-11-18,2025-11-03,3.65
QX-CER-331,2025-11-03,2025-11-28,3.96
QX-CER-331,2025-11-28,2026-01-30,4.15
QX-CER-331,2026-01-30,2026-01-30,4.36
QX-CER-331,2026-01-30,2026-01-30,4.47
QX-CER-331,2026-01-30,,4.10
QX-DRY-332,2024-07-08,2025-07-10,1.28
QX-DRY-332,2025-07-10,2026-01-20,1.35
QX-DRY-332,2026-01-20,2026-03-28,1.42
QX-DRY-332,2026-03-28,2026-03-28,1.53
QX-DRY-332,2026-03-28,2026-03-28,1.55
QX-DRY-332,2026-03-28,2026-03-28,1.65
QX-DRY-332,2026-03-28,,1.53
QX-BAK-333,2024-06-06,2025-08-23,0.89
QX-BAK-333,2025-08-23,2026-01-05,0.91
QX-BAK-333,2026-01-05,,0.97
QX-DRK-334,2023-11-23,2025-11-15,1.49
QX-DRK-334,2025-11-15,,1.58
QX-BAK-335,2023-10-16,2025-08-11,2.99
QX-BAK-335,2025-08-11,2025-12-13,3.15
QX-BAK-335,2025-12-13,2025-12-13,3.38
QX-BAK-335,2025-12-13,,3.47
QX-CHL-336,2024-07-18,2025-12-24,5.55
QX-CHL-336,2025-12-24,,6.48
QX-HBC-337,2024-07-29,2026-01-22,13.26
QX-HBC-337,2026-01-22,2026-01-22,13.77
QX-HBC-337,2026-01-22,2026-01-22,14.86
QX-HBC-337,2026-01-22,,14.40
QX-TIN-338,2023-12-19,2026-01-04,0.43
QX-TIN-338,2026-01-04,2026-02-22,0.46
QX-TIN-338,2026-02-22,2026-02-22,0.46
QX-TIN-338,2026-02-22,2026-02-22,0.47
QX-TIN-338,2026-02-22,2026-02-22,0.48
QX-TIN-338,2026-02-22,,0.52
QX-HHD-339,2024-07-26,2026-01-17,1.44
QX-HHD-339,2026-01-17,2026-01-17,1.54
QX-HHD-339,2026-01-17,2026-01-17,1.59
QX-HHD-339,2026-01-17,2026-01-17,1.63
QX-HHD-339,2026-01-17,,1.73
QX-TIN-340,2024-08-28,2026-03-09,1.99
QX-TIN-340,2026-03-09,2026-03-09,2.09
QX-TIN-340,2026-03-09,2026-03-09,2.24
QX-TIN-340,2026-03-09,2026-03-09,2.29
QX-TIN-340,2026-03-09,2026-03-09,2.39
QX-TIN-340,2026-03-09,,2.42
QX-CER-341,2024-02-19,2025-11-13,1.16
QX-CER-341,2025-11-13,2025-11-13,1.20
QX-CER-341,2025-11-13,,1.37
QX-TIN-342,2024-01-03,2025-10-22,0.45
QX-TIN-342,2025-10-22,2026-03-08,0.49
QX-TIN-342,2026-03-08,,0.53
QX-FRZ-343,2024-07-24,2026-01-03,1.52
QX-FRZ-343,2026-01-03,2026-01-03,1.65
QX-FRZ-343,2026-01-03,2026-01-03,1.67
QX-FRZ-343,2026-01-03,2026-02-02,1.72
QX-FRZ-343,2026-02-02,2026-02-02,1.75
QX-FRZ-343,2026-02-02,,1.59
QX-DRY-344,2025-02-17,2025-07-13,3.14
QX-DRY-344,2025-07-13,2025-11-23,3.20
QX-DRY-344,2025-11-23,2025-11-23,3.44
QX-DRY-344,2025-11-23,2025-12-29,3.54
QX-DRY-344,2025-12-29,2025-12-29,3.65
QX-DRY-344,2025-12-29,,3.54
QX-PET-345,2025-04-23,2025-12-21,5.99
QX-PET-345,2025-12-21,2026-02-13,6.28
QX-PET-345,2026-02-13,,6.99
QX-CER-346,2024-07-02,2026-01-19,1.14
QX-CER-346,2026-01-19,2026-01-19,1.18
QX-CER-346,2026-01-19,2026-02-13,1.28
QX-CER-346,2026-02-13,2026-03-25,1.31
QX-CER-346,2026-03-25,,1.20
QX-PRO-347,2024-01-19,2026-01-29,1.79
QX-PRO-347,2026-01-29,2026-01-29,1.86
QX-PRO-347,2026-01-29,2026-03-18,2.01
QX-PRO-347,2026-03-18,2026-03-18,2.17
QX-PRO-347,2026-03-18,,2.01
QX-PET-348,2024-05-09,2025-08-16,5.45
QX-PET-348,2025-08-16,2025-08-16,5.88
QX-PET-348,2025-08-16,2025-12-11,6.35
QX-PET-348,2025-12-11,2026-01-01,6.76
QX-PET-348,2026-01-01,,5.76
QX-PET-349,2024-01-28,2026-02-23,5.38
QX-PET-349,2026-02-23,2026-02-23,5.77
QX-PET-349,2026-02-23,2026-02-23,6.09
QX-PET-349,2026-02-23,2026-02-23,6.37
QX-PET-349,2026-02-23,2026-02-23,6.82
QX-PET-349,2026-02-23,,6.51
QX-DRY-350,2024-12-03,2025-08-08,5.78
QX-DRY-350,2025-08-08,2025-09-29,6.03
QX-DRY-350,2025-09-29,,6.18
QX-CHL-351,2023-10-31,2025-08-30,2.70
QX-CHL-351,2025-08-30,2025-08-30,2.80
QX-CHL-351,2025-08-30,2025-12-29,2.86
QX-CHL-351,2025-12-29,2025-12-29,2.98
QX-CHL-351,2025-12-29,2025-12-29,3.09
QX-CHL-351,2025-12-29,,2.81
QX-CHL-352,2024-06-14,2026-01-18,5.92
QX-CHL-352,2026-01-18,2026-01-18,6.27
QX-CHL-352,2026-01-18,2026-01-18,6.42
QX-CHL-352,2026-01-18,,6.61
QX-BWS-353,2024-02-27,2025-12-03,31.68
QX-BWS-353,2025-12-03,2026-01-20,33.70
QX-BWS-353,2026-01-20,2026-01-20,36.54
QX-BWS-353,2026-01-20,2026-01-20,37.76
QX-BWS-353,2026-01-20,2026-01-25,40.47
QX-BWS-353,2026-01-25,,35.22
QX-CHL-354,2024-12-21,2025-08-09,1.36
QX-CHL-354,2025-08-09,,1.59
QX-CER-355,2024-01-09,2025-07-30,2.86
QX-CER-355,2025-07-30,2025-07-30,3.06
QX-CER-355,2025-07-30,2026-03-31,3.18
QX-CER-355,2026-03-31,2026-03-31,3.36
QX-CER-355,2026-03-31,2026-03-31,3.40
QX-CER-355,2026-03-31,2026-03-31,3.64
QX-CER-355,2026-03-31,,3.06
QX-DRK-356,2025-05-02,2025-10-18,5.04
QX-DRK-356,2025-10-18,2025-12-05,5.29
QX-DRK-356,2025-12-05,2026-01-06,5.61
QX-DRK-356,2026-01-06,2026-01-06,5.93
QX-DRK-356,2026-01-06,,5.48
QX-FRZ-357,2024-01-11,2025-11-26,6.42
QX-FRZ-357,2025-11-26,2025-11-26,6.71
QX-FRZ-357,2025-11-26,2025-11-26,6.89
QX-FRZ-357,2025-11-26,,6.89
QX-HBC-358,2024-03-20,2025-07-25,10.91
QX-HBC-358,2025-07-25,,11.43
QX-BWS-359,2025-03-02,2026-01-21,15.18
QX-BWS-359,2026-01-21,2026-01-21,16.32
QX-BWS-359,2026-01-21,,15.92
QX-BAK-360,2025-06-01,2025-06-29,7.01
QX-BAK-360,2025-06-29,2025-10-31,7.31
QX-BAK-360,2025-10-31,2025-10-31,7.64
QX-BAK-360,2025-10-31,2026-02-13,7.94
QX-BAK-360,2026-02-13,2026-02-13,8.33
QX-BAK-360,2026-02-13,2026-02-13,8.54
QX-BAK-360,2026-02-13,,8.05
QX-DRK-361,2025-06-05,2026-03-11,0.54
QX-DRK-361,2026-03-11,2026-03-11,0.56
QX-DRK-361,2026-03-11,2026-03-11,0.61
QX-DRK-361,2026-03-11,2026-03-11,0.63
QX-DRK-361,2026-03-11,2026-03-11,0.63
QX-DRK-361,2026-03-11,,0.63
QX-HHD-362,2024-07-20,2025-11-08,3.76
QX-HHD-362,2025-11-08,2025-11-12,4.07
QX-HHD-362,2025-11-12,2026-01-06,4.36
QX-HHD-362,2026-01-06,2026-03-15,4.53
QX-HHD-362,2026-03-15,2026-03-15,4.93
QX-HHD-362,2026-03-15,,4.46
QX-PRO-363,2024-12-15,2026-02-09,3.79
QX-PRO-363,2026-02-09,2026-02-09,3.96
QX-PRO-363,2026-02-09,2026-02-09,4.28
QX-PRO-363,2026-02-09,2026-02-09,4.34
QX-PRO-363,2026-02-09,2026-03-16,4.50
QX-PRO-363,2026-03-16,,4.40
QX-TIN-364,2024-01-18,2025-12-19,1.51
QX-TIN-364,2025-12-19,2025-12-19,1.60
QX-TIN-364,2025-12-19,,1.83
QX-BWS-365,2024-08-30,2025-10-12,12.89
QX-BWS-365,2025-10-12,2026-01-07,13.74
QX-BWS-365,2026-01-07,2026-01-07,14.97
QX-BWS-365,2026-01-07,,15.21
QX-DRY-366,2025-05-16,2025-07-27,2.04
QX-DRY-366,2025-07-27,,2.48
QX-PET-367,2025-03-06,2025-07-09,0.81
QX-PET-367,2025-07-09,2025-10-10,0.85
QX-PET-367,2025-10-10,2026-02-23,0.86
QX-PET-367,2026-02-23,,0.93
QX-CHL-368,2024-03-14,2026-02-06,1.23
QX-CHL-368,2026-02-06,2026-02-06,1.31
QX-CHL-368,2026-02-06,2026-02-06,1.43
QX-CHL-368,2026-02-06,2026-02-06,1.48
QX-CHL-368,2026-02-06,,1.35
QX-HBC-369,2024-06-09,2026-01-16,4.64
QX-HBC-369,2026-01-16,2026-01-16,4.90
QX-HBC-369,2026-01-16,2026-03-26,4.97
QX-HBC-369,2026-03-26,2026-03-26,5.03
QX-HBC-369,2026-03-26,2026-03-26,5.13
QX-HBC-369,2026-03-26,,5.31
QX-TIN-370,2024-04-12,2025-12-18,1.14
QX-TIN-370,2025-12-18,2025-12-18,1.24
QX-TIN-370,2025-12-18,2026-01-22,1.29
QX-TIN-370,2026-01-22,2026-01-22,1.32
QX-TIN-370,2026-01-22,,1.37
QX-HBC-371,2025-01-02,2026-03-17,5.90
QX-HBC-371,2026-03-17,2026-03-17,6.25
QX-HBC-371,2026-03-17,2026-03-17,6.75
QX-HBC-371,2026-03-17,,6.57
QX-CER-372,2025-04-26,2025-10-04,1.95
QX-CER-372,2025-10-04,2026-01-22,2.05
QX-CER-372,2026-01-22,2026-01-22,2.18
QX-CER-372,2026-01-22,,2.24
QX-HHD-373,2024-04-14,2025-09-12,7.34
QX-HHD-373,2025-09-12,2025-11-09,7.94
QX-HHD-373,2025-11-09,2025-11-09,8.55
QX-HHD-373,2025-11-09,2026-02-04,9.16
QX-HHD-373,2026-02-04,2026-02-14,9.88
QX-HHD-373,2026-02-14,2026-02-27,10.45
QX-HHD-373,2026-02-27,,8.12
QX-HBC-374,2024-03-19,2025-07-26,12.04
QX-HBC-374,2025-07-26,2025-07-26,12.18
QX-HBC-374,2025-07-26,2025-12-02,12.83
QX-HBC-374,2025-12-02,2025-12-02,13.81
QX-HBC-374,2025-12-02,,13.92
QX-TIN-375,2024-01-30,2026-01-13,2.26
QX-TIN-375,2026-01-13,2026-01-13,2.42
QX-TIN-375,2026-01-13,2026-01-13,2.59
QX-TIN-375,2026-01-13,,2.52
QX-BWS-376,2024-03-29,2025-12-14,21.69
QX-BWS-376,2025-12-14,2025-12-14,22.76
QX-BWS-376,2025-12-14,2025-12-14,24.25
QX-BWS-376,2025-12-14,,25.64
QX-CHL-377,2024-05-04,2025-11-19,15.00
QX-CHL-377,2025-11-19,2025-11-19,15.53
QX-CHL-377,2025-11-19,2026-01-22,15.74
QX-CHL-377,2026-01-22,2026-01-22,16.86
QX-CHL-377,2026-01-22,,15.70
QX-PET-378,2024-01-30,2025-08-28,7.07
QX-PET-378,2025-08-28,2026-02-11,7.27
QX-PET-378,2026-02-11,2026-02-11,7.84
QX-PET-378,2026-02-11,,8.01
QX-BAK-379,2025-03-02,2025-09-25,3.68
QX-BAK-379,2025-09-25,,4.08
QX-DRK-380,2024-11-11,2025-11-02,5.95
QX-DRK-380,2025-11-02,2025-11-30,6.24
QX-DRK-380,2025-11-30,,6.44
QX-CHL-381,2024-03-11,2026-02-19,2.93
QX-CHL-381,2026-02-19,2026-02-19,3.07
QX-CHL-381,2026-02-19,2026-02-19,3.34
QX-CHL-381,2026-02-19,2026-02-19,3.56
QX-CHL-381,2026-02-19,2026-02-19,3.68
QX-CHL-381,2026-02-19,,3.37
QX-FRZ-382,2024-07-23,2025-07-30,3.99
QX-FRZ-382,2025-07-30,2025-12-13,4.20
QX-FRZ-382,2025-12-13,,4.79
QX-TIN-383,2025-04-03,2025-12-12,1.07
QX-TIN-383,2025-12-12,2025-12-12,1.08
QX-TIN-383,2025-12-12,2026-01-04,1.09
QX-TIN-383,2026-01-04,2026-01-04,1.10
QX-TIN-383,2026-01-04,2026-02-06,1.16
QX-TIN-383,2026-02-06,,1.26
QX-BWS-384,2025-02-15,2025-09-24,19.80
QX-BWS-384,2025-09-24,2025-09-24,20.67
QX-BWS-384,2025-09-24,2025-09-24,21.42
QX-BWS-384,2025-09-24,,21.54
QX-HHD-385,2024-05-17,2026-03-24,9.12
QX-HHD-385,2026-03-24,2026-03-24,9.24
QX-HHD-385,2026-03-24,2026-03-24,9.48
QX-HHD-385,2026-03-24,2026-03-24,10.28
QX-HHD-385,2026-03-24,2026-03-24,10.66
QX-HHD-385,2026-03-24,,10.05
QX-FRZ-386,2024-07-01,2025-12-14,6.76
QX-FRZ-386,2025-12-14,2026-03-18,7.34
QX-FRZ-386,2026-03-18,2026-03-18,7.54
QX-FRZ-386,2026-03-18,2026-03-18,7.86
QX-FRZ-386,2026-03-18,,8.20
QX-HHD-387,2025-02-19,2025-10-19,5.22
QX-HHD-387,2025-10-19,2025-10-19,5.53
QX-HHD-387,2025-10-19,2026-03-18,6.01
QX-HHD-387,2026-03-18,2026-03-18,6.53
QX-HHD-387,2026-03-18,,5.66
QX-HHD-388,2025-05-02,2025-08-19,9.82
QX-HHD-388,2025-08-19,2025-11-15,10.33
QX-HHD-388,2025-11-15,2025-11-15,10.54
QX-HHD-388,2025-11-15,,11.07
QX-HBC-389,2024-05-13,2025-10-23,10.45
QX-HBC-389,2025-10-23,2025-12-15,11.37
QX-HBC-389,2025-12-15,,12.55
QX-HHD-390,2025-01-14,2025-09-07,1.00
QX-HHD-390,2025-09-07,,1.12
QX-TIN-391,2025-05-22,2026-03-20,1.13
QX-TIN-391,2026-03-20,2026-03-20,1.17
QX-TIN-391,2026-03-20,2026-03-20,1.21
QX-TIN-391,2026-03-20,2026-03-20,1.28
QX-TIN-391,2026-03-20,2026-03-20,1.39
QX-TIN-391,2026-03-20,2026-03-20,1.42
QX-TIN-391,2026-03-20,,1.29
QX-CHL-392,2024-04-02,2025-08-09,8.02
QX-CHL-392,2025-08-09,2026-01-21,8.17
QX-CHL-392,2026-01-21,2026-03-25,8.49
QX-CHL-392,2026-03-25,2026-03-25,9.24
QX-CHL-392,2026-03-25,2026-03-25,9.98
QX-CHL-392,2026-03-25,,9.16
QX-DRK-393,2024-08-31,2025-07-08,5.22
QX-DRK-393,2025-07-08,,6.14
QX-CER-394,2024-06-14,2025-07-17,2.49
QX-CER-394,2025-07-17,2026-02-26,2.55
QX-CER-394,2026-02-26,,2.64
QX-BWS-395,2024-01-15,2025-09-13,14.00
QX-BWS-395,2025-09-13,2025-10-24,15.23
QX-BWS-395,2025-10-24,,14.80
QX-PRO-396,2025-04-20,2025-08-28,3.77
QX-PRO-396,2025-08-28,2025-08-28,3.91
QX-PRO-396,2025-08-28,2025-08-28,4.09
QX-PRO-396,2025-08-28,2026-01-04,4.40
QX-PRO-396,2026-01-04,2026-01-04,4.78
QX-PRO-396,2026-01-04,,4.23
QX-TIN-397,2024-03-23,2025-11-21,1.11
QX-TIN-397,2025-11-21,2025-11-21,1.17
QX-TIN-397,2025-11-21,2025-11-21,1.22
QX-TIN-397,2025-11-21,2026-03-17,1.26
QX-TIN-397,2026-03-17,2026-03-17,1.29
QX-TIN-397,2026-03-17,,1.17
QX-BWS-398,2025-03-11,2025-08-23,27.32
QX-BWS-398,2025-08-23,2025-12-27,29.31
QX-BWS-398,2025-12-27,,28.84
QX-HBC-399,2024-03-14,2025-07-26,4.87
QX-HBC-399,2025-07-26,2026-01-06,5.26
QX-HBC-399,2026-01-06,,5.82
QX-DRK-400,2024-07-23,2025-12-16,1.34
QX-DRK-400,2025-12-16,2025-12-16,1.36
QX-DRK-400,2025-12-16,2025-12-16,1.38
QX-DRK-400,2025-12-16,2025-12-16,1.43
QX-DRK-400,2025-12-16,2025-12-16,1.49
QX-DRK-400,2025-12-16,,1.50
QX-PRO-401,2024-04-28,2026-02-10,4.22
QX-PRO-401,2026-02-10,2026-03-28,4.58
QX-PRO-401,2026-03-28,2026-03-28,4.91
QX-PRO-401,2026-03-28,2026-03-28,5.19
QX-PRO-401,2026-03-28,2026-03-28,5.35
QX-PRO-401,2026-03-28,2026-03-28,5.54
QX-PRO-401,2026-03-28,,4.47
QX-PRO-402,2025-04-02,2025-07-30,0.87
QX-PRO-402,2025-07-30,,0.94
QX-FRZ-403,2024-10-24,2025-12-14,3.34
QX-FRZ-403,2025-12-14,2026-02-27,3.49
QX-FRZ-403,2026-02-27,,3.72
QX-PRO-404,2024-03-25,2025-09-21,4.75
QX-PRO-404,2025-09-21,2025-11-18,5.07
QX-PRO-404,2025-11-18,2025-11-18,5.37
QX-PRO-404,2025-11-18,2025-11-18,5.61
QX-PRO-404,2025-11-18,2025-11-18,5.68
QX-PRO-404,2025-11-18,2025-11-18,5.84
QX-PRO-404,2025-11-18,,5.22
QX-DRK-405,2023-12-01,2025-12-18,5.41
QX-DRK-405,2025-12-18,2026-03-11,5.53
QX-DRK-405,2026-03-11,2026-03-11,5.66
QX-DRK-405,2026-03-11,2026-03-11,5.76
QX-DRK-405,2026-03-11,2026-03-11,5.92
QX-DRK-405,2026-03-11,2026-03-11,6.09
QX-DRK-405,2026-03-11,,6.11
QX-BAK-406,2025-06-01,2025-09-02,1.42
QX-BAK-406,2025-09-02,2025-11-27,1.53
QX-BAK-406,2025-11-27,2026-03-14,1.65
QX-BAK-406,2026-03-14,,1.61
QX-TIN-407,2023-12-31,2025-10-11,1.52
QX-TIN-407,2025-10-11,2025-11-26,1.63
QX-TIN-407,2025-11-26,2025-11-26,1.65
QX-TIN-407,2025-11-26,,1.77
QX-PRO-408,2024-07-10,2026-02-25,1.43
QX-PRO-408,2026-02-25,2026-02-25,1.51
QX-PRO-408,2026-02-25,,1.60
QX-HBC-409,2025-05-11,2026-02-17,4.62
QX-HBC-409,2026-02-17,,5.18
QX-CER-410,2024-11-14,2025-09-19,3.14
QX-CER-410,2025-09-19,2025-09-29,3.19
QX-CER-410,2025-09-29,2025-11-07,3.42
QX-CER-410,2025-11-07,2025-11-07,3.71
QX-CER-410,2025-11-07,2025-11-13,3.86
QX-CER-410,2025-11-13,,3.33
QX-FRZ-411,2024-11-25,2026-01-15,5.58
QX-FRZ-411,2026-01-15,2026-01-15,5.86
QX-FRZ-411,2026-01-15,2026-01-15,6.12
QX-FRZ-411,2026-01-15,2026-01-15,6.62
QX-FRZ-411,2026-01-15,2026-01-15,7.07
QX-FRZ-411,2026-01-15,2026-01-15,7.15
QX-FRZ-411,2026-01-15,,6.52
QX-HHD-412,2025-02-23,2026-03-27,9.77
QX-HHD-412,2026-03-27,2026-03-27,10.09
QX-HHD-412,2026-03-27,,11.00
QX-CHL-413,2024-05-28,2025-11-23,12.40
QX-CHL-413,2025-11-23,2025-12-03,12.94
QX-CHL-413,2025-12-03,2025-12-03,13.48
QX-CHL-413,2025-12-03,2026-03-30,14.19
QX-CHL-413,2026-03-30,,13.98
QX-DRY-414,2024-01-22,2026-03-07,0.89
QX-DRY-414,2026-03-07,2026-03-07,0.91
QX-DRY-414,2026-03-07,,1.08
QX-PET-415,2024-02-19,2026-02-21,3.48
QX-PET-415,2026-02-21,2026-02-21,3.61
QX-PET-415,2026-02-21,,3.68
QX-DRY-416,2023-12-15,2025-10-22,6.27
QX-DRY-416,2025-10-22,2025-12-09,6.64
QX-DRY-416,2025-12-09,,6.82
QX-CHL-417,2025-04-21,2025-09-11,18.38
QX-CHL-417,2025-09-11,2026-03-29,19.54
QX-CHL-417,2026-03-29,2026-03-29,20.60
QX-CHL-417,2026-03-29,2026-03-29,22.07
QX-CHL-417,2026-03-29,2026-03-29,24.00
QX-CHL-417,2026-03-29,2026-03-29,24.30
QX-CHL-417,2026-03-29,,19.89
QX-PET-418,2023-11-15,2026-01-17,9.30
QX-PET-418,2026-01-17,2026-01-17,9.48
QX-PET-418,2026-01-17,2026-02-10,10.13
QX-PET-418,2026-02-10,2026-02-10,10.39
QX-PET-418,2026-02-10,2026-02-21,11.09
QX-PET-418,2026-02-21,,10.32
QX-DRY-419,2024-11-29,2025-10-01,1.56
QX-DRY-419,2025-10-01,2026-01-08,1.61
QX-DRY-419,2026-01-08,2026-01-08,1.70
QX-DRY-419,2026-01-08,2026-01-08,1.82
QX-DRY-419,2026-01-08,2026-01-08,1.95
QX-DRY-419,2026-01-08,2026-01-30,2.11
QX-DRY-419,2026-01-30,,1.88
QX-BAK-420,2024-05-26,2026-03-11,1.93
QX-BAK-420,2026-03-11,2026-03-11,1.99
QX-BAK-420,2026-03-11,,2.09
QX-PRO-421,2025-05-07,2026-01-03,2.97
QX-PRO-421,2026-01-03,2026-01-20,3.10
QX-PRO-421,2026-01-20,2026-01-20,3.26
QX-PRO-421,2026-01-20,2026-01-20,3.46
QX-PRO-421,2026-01-20,,3.53
QX-DRK-422,2024-02-21,2025-12-15,5.52
QX-DRK-422,2025-12-15,2025-12-15,5.92
QX-DRK-422,2025-12-15,2025-12-15,6.07
QX-DRK-422,2025-12-15,2025-12-15,6.57
QX-DRK-422,2025-12-15,2025-12-15,7.03
QX-DRK-422,2025-12-15,2026-01-13,7.50
QX-DRK-422,2026-01-13,,5.96
QX-DRK-423,2023-12-18,2025-09-26,1.84
QX-DRK-423,2025-09-26,2025-12-23,1.92
QX-DRK-423,2025-12-23,2026-01-04,1.96
QX-DRK-423,2026-01-04,2026-01-04,2.08
QX-DRK-423,2026-01-04,,2.09
QX-HHD-424,2025-03-02,2025-09-02,7.75
QX-HHD-424,2025-09-02,2026-02-28,8.16
QX-HHD-424,2026-02-28,,8.61
QX-PRO-425,2024-04-12,2026-01-17,3.21
QX-PRO-425,2026-01-17,2026-01-17,3.32
QX-PRO-425,2026-01-17,2026-02-15,3.49
QX-PRO-425,2026-02-15,,3.80
QX-CHL-426,2025-01-23,2025-09-23,7.68
QX-CHL-426,2025-09-23,2025-09-23,8.30
QX-CHL-426,2025-09-23,2025-10-04,8.51
QX-CHL-426,2025-10-04,,8.37
QX-PRO-427,2023-11-29,2025-09-12,2.63
QX-PRO-427,2025-09-12,2025-12-21,2.75
QX-PRO-427,2025-12-21,2025-12-21,2.84
QX-PRO-427,2025-12-21,2025-12-21,2.93
QX-PRO-427,2025-12-21,,3.07
QX-CER-428,2024-09-11,2026-03-11,3.78
QX-CER-428,2026-03-11,2026-03-21,3.97
QX-CER-428,2026-03-21,2026-03-21,4.26
QX-CER-428,2026-03-21,,4.00
QX-TIN-429,2023-12-26,2025-09-24,2.20
QX-TIN-429,2025-09-24,2026-02-18,2.26
QX-TIN-429,2026-02-18,2026-02-18,2.38
QX-TIN-429,2026-02-18,2026-03-20,2.44
QX-TIN-429,2026-03-20,2026-03-20,2.48
QX-TIN-429,2026-03-20,2026-03-20,2.64
QX-TIN-429,2026-03-20,,2.66
QX-BAK-430,2024-09-27,2025-08-04,6.20
QX-BAK-430,2025-08-04,2025-08-29,6.71
QX-BAK-430,2025-08-29,2025-12-28,6.81
QX-BAK-430,2025-12-28,2025-12-28,6.93
QX-BAK-430,2025-12-28,,6.56
QX-HBC-431,2024-08-04,2025-12-07,10.66
QX-HBC-431,2025-12-07,2025-12-07,10.78
QX-HBC-431,2025-12-07,2026-01-14,11.27
QX-HBC-431,2026-01-14,,12.16
QX-FRZ-432,2025-04-24,2026-03-10,7.41
QX-FRZ-432,2026-03-10,2026-03-10,7.96
QX-FRZ-432,2026-03-10,2026-03-10,8.42
QX-FRZ-432,2026-03-10,2026-03-10,9.04
QX-FRZ-432,2026-03-10,,8.18
QX-DRK-433,2024-10-24,2025-07-18,4.88
QX-DRK-433,2025-07-18,2026-01-16,5.14
