sku,zone_id,elasticity,std_error,observations,r_squared,model_run_date
QX-TIN-071,PZ-URBAN,-1.392,0.147,4686,0.571,2026-03-09
QX-TIN-071,PZ-CORE,-1.221,0.122,5274,0.535,2026-03-26
QX-CHL-072,PZ-URBAN,-1.788,0.042,652,0.641,2026-03-25
QX-CHL-072,PZ-CORE,-0.906,0.081,8031,0.533,2026-02-25
QX-CHL-072,PZ-REMOTE,-0.899,0.068,1625,0.528,2026-03-19
QX-FRZ-073,PZ-METRO,-1.285,0.128,7613,0.695,2026-03-21
QX-FRZ-073,PZ-URBAN,-0.918,0.174,8015,0.926,2026-03-08
QX-FRZ-073,PZ-CORE,-1.092,0.076,8673,0.753,2026-03-17
QX-FRZ-073,PZ-VALUE,-1.761,0.089,4329,0.606,2026-03-27
QX-FRZ-073,PZ-REMOTE,-0.436,0.068,2223,0.696,2026-03-25
QX-TIN-074,PZ-METRO,-1.615,0.128,5870,0.675,2026-03-26
QX-TIN-074,PZ-VALUE,-2.784,0.193,2055,0.633,2026-03-11
QX-TIN-074,PZ-REMOTE,-2.496,0.109,7841,0.717,2026-02-27
QX-HBC-076,PZ-METRO,-1.357,0.127,8672,0.642,2026-03-27
QX-HBC-076,PZ-URBAN,-2.993,0.203,3399,0.478,2026-02-22
QX-HBC-076,PZ-CORE,-1.352,0.169,8317,0.736,2026-03-17
QX-HBC-076,PZ-VALUE,-0.636,0.169,3166,0.829,2026-03-23
QX-HBC-076,PZ-REMOTE,-2.981,0.060,4205,0.789,2026-03-03
QX-PRO-077,PZ-URBAN,-2.224,0.148,3583,0.662,2026-02-21
QX-PRO-077,PZ-CORE,-2.122,0.173,576,0.924,2026-03-04
QX-PRO-077,PZ-VALUE,-1.210,1.668,17,0.148,2026-03-27
QX-BAK-078,PZ-METRO,-1.668,0.095,2478,0.775,2026-02-24
QX-BAK-078,PZ-URBAN,-1.445,1.942,40,0.047,2026-03-04
QX-BAK-078,PZ-CORE,-1.280,0.129,3368,0.525,2026-03-23
QX-BAK-078,PZ-VALUE,-0.458,1.966,12,0.121,2026-03-25
QX-BAK-078,PZ-REMOTE,-2.626,1.826,28,0.079,2026-03-25
QX-DRY-079,PZ-URBAN,-2.128,0.060,2114,0.530,2026-03-28
QX-DRY-079,PZ-CORE,-0.965,0.155,3800,0.565,2026-03-20
QX-DRY-079,PZ-VALUE,-1.706,0.145,3125,0.851,2026-03-08
QX-DRY-079,PZ-REMOTE,-1.777,0.157,737,0.730,2026-03-26
QX-FRZ-080,PZ-METRO,-0.589,0.085,7404,0.857,2026-03-12
QX-FRZ-080,PZ-VALUE,-1.213,0.070,5996,0.907,2026-03-11
QX-PRO-082,PZ-URBAN,-1.288,0.121,4279,0.661,2026-03-21
QX-PRO-082,PZ-CORE,-2.686,0.185,2047,0.739,2026-03-03
QX-PRO-082,PZ-VALUE,-1.924,0.067,3020,0.727,2026-03-07
QX-PRO-083,PZ-METRO,-1.749,0.136,4247,0.663,2026-03-15
QX-PRO-083,PZ-URBAN,-2.390,0.180,2817,0.651,2026-03-01
QX-PRO-083,PZ-CORE,-1.587,1.521,26,0.181,2026-03-05
QX-PRO-083,PZ-VALUE,-2.140,1.550,37,0.026,2026-02-24
QX-PRO-083,PZ-REMOTE,-1.254,2.236,28,0.148,2026-03-17
QX-CER-085,PZ-METRO,-3.089,0.204,8042,0.556,2026-03-10
QX-CER-085,PZ-URBAN,-2.416,2.192,33,0.117,2026-03-20
QX-CER-085,PZ-CORE,-2.121,0.119,2944,0.460,2026-03-15
QX-CER-085,PZ-VALUE,-2.051,1.857,33,0.074,2026-02-22
QX-DRK-095,PZ-METRO,-2.234,0.036,7144,0.832,2026-03-08
QX-DRK-095,PZ-URBAN,-0.589,0.102,3282,0.560,2026-03-22
QX-DRK-095,PZ-CORE,-1.064,1.880,12,0.184,2026-03-04
QX-DRK-095,PZ-VALUE,-2.211,0.106,8214,0.737,2026-03-02
QX-DRK-095,PZ-REMOTE,-1.988,0.073,7184,0.867,2026-03-26
QX-PRO-098,PZ-URBAN,-2.502,0.734,40,0.101,2026-03-29
QX-PRO-098,PZ-VALUE,-2.065,0.732,36,0.042,2026-03-24
QX-PRO-098,PZ-REMOTE,-1.161,0.100,7967,0.747,2026-03-21
QX-CHL-101,PZ-METRO,-3.183,0.171,556,0.604,2026-02-22
QX-CHL-101,PZ-URBAN,-2.275,0.151,9173,0.662,2026-03-04
QX-CHL-101,PZ-CORE,-0.624,0.032,4192,0.502,2026-03-13
QX-CHL-101,PZ-VALUE,-2.074,0.110,4028,0.456,2026-02-24
QX-CHL-101,PZ-REMOTE,-1.551,0.066,4563,0.832,2026-03-20
QX-TIN-102,PZ-METRO,-1.289,0.042,2160,0.454,2026-03-23
QX-TIN-102,PZ-CORE,-2.794,1.737,16,0.191,2026-03-16
QX-TIN-102,PZ-VALUE,-0.715,0.032,979,0.638,2026-03-26
QX-TIN-102,PZ-REMOTE,-1.360,1.005,38,0.177,2026-02-25
QX-CHL-106,PZ-METRO,-2.958,0.158,7760,0.448,2026-03-21
QX-CHL-106,PZ-URBAN,-1.026,0.050,4457,0.791,2026-03-07
QX-CHL-106,PZ-CORE,-3.186,0.091,8960,0.512,2026-02-27
QX-CHL-106,PZ-VALUE,-2.447,0.067,1766,0.588,2026-03-17
QX-CHL-106,PZ-REMOTE,-0.488,0.118,5477,0.925,2026-02-27
QX-HHD-109,PZ-METRO,-2.072,0.158,6481,0.567,2026-03-23
QX-HHD-109,PZ-URBAN,-1.144,0.075,5373,0.513,2026-03-03
QX-HHD-109,PZ-CORE,-0.754,0.120,9292,0.742,2026-03-15
QX-HHD-109,PZ-VALUE,-0.490,0.112,3910,0.787,2026-02-23
QX-HHD-109,PZ-REMOTE,-1.818,0.153,9197,0.824,2026-02-28
QX-CHL-110,PZ-METRO,-0.711,0.105,4147,0.865,2026-03-09
QX-CHL-110,PZ-URBAN,-2.532,0.146,6156,0.572,2026-03-28
QX-CHL-110,PZ-CORE,-2.975,0.133,461,0.895,2026-03-02
QX-CHL-110,PZ-VALUE,-0.682,1.597,11,0.019,2026-03-20
QX-CHL-110,PZ-REMOTE,-1.408,0.064,3434,0.505,2026-03-13
QX-PET-113,PZ-METRO,-1.015,1.502,36,0.047,2026-02-24
QX-PET-113,PZ-URBAN,-1.232,0.146,7311,0.786,2026-02-21
QX-PET-113,PZ-CORE,-0.731,0.200,8807,0.580,2026-03-18
QX-PET-113,PZ-VALUE,-1.350,0.211,4539,0.647,2026-02-24
QX-PET-113,PZ-REMOTE,-2.322,2.132,10,0.055,2026-03-16
QX-BWS-114,PZ-METRO,-2.541,0.152,3283,0.727,2026-02-25
QX-BWS-114,PZ-URBAN,-0.793,0.137,5692,0.563,2026-03-08
QX-BWS-114,PZ-CORE,-2.509,0.090,7267,0.913,2026-03-07
QX-BWS-114,PZ-VALUE,-2.686,0.212,7754,0.533,2026-03-26
QX-TIN-115,PZ-METRO,-2.637,0.184,2355,0.517,2026-03-10
QX-TIN-115,PZ-CORE,-0.747,0.199,1097,0.732,2026-03-17
QX-TIN-115,PZ-REMOTE,-2.285,0.145,4813,0.782,2026-03-07
QX-CHL-117,PZ-METRO,-0.908,0.069,7708,0.559,2026-03-18
QX-CHL-117,PZ-URBAN,-2.706,0.058,4255,0.861,2026-03-17
QX-CHL-117,PZ-CORE,-2.468,0.146,3849,0.733,2026-03-18
QX-CHL-117,PZ-VALUE,-2.805,0.040,6851,0.920,2026-02-21
QX-CHL-117,PZ-REMOTE,-1.385,0.170,1151,0.617,2026-03-15
QX-HBC-127,PZ-METRO,-2.780,0.082,766,0.784,2026-03-20
QX-HBC-127,PZ-URBAN,-0.994,0.066,1620,0.888,2026-02-22
QX-HBC-127,PZ-CORE,-2.795,0.037,4619,0.604,2026-03-13
QX-HBC-127,PZ-VALUE,-1.286,0.210,4256,0.664,2026-03-17
QX-HBC-127,PZ-REMOTE,-0.434,0.069,2242,0.838,2026-03-05
QX-BAK-129,PZ-METRO,-1.484,0.122,7169,0.807,2026-03-26
QX-BAK-129,PZ-URBAN,-2.362,0.034,3048,0.748,2026-03-10
QX-BAK-129,PZ-CORE,-1.075,0.102,6830,0.671,2026-03-13
QX-BAK-129,PZ-VALUE,-2.218,0.049,6973,0.604,2026-03-12
QX-BAK-129,PZ-REMOTE,-2.920,2.293,9,0.040,2026-02-23
QX-HHD-131,PZ-METRO,-1.107,0.193,6042,0.449,2026-02-22
QX-HHD-131,PZ-URBAN,-0.776,0.120,1258,0.652,2026-03-26
QX-HHD-131,PZ-VALUE,-2.030,0.159,1998,0.447,2026-03-22
QX-HHD-131,PZ-REMOTE,-0.739,0.105,4643,0.500,2026-03-06
QX-TIN-132,PZ-URBAN,-2.103,0.124,350,0.554,2026-03-08
QX-TIN-132,PZ-VALUE,-0.986,0.064,4709,0.829,2026-03-15
QX-TIN-132,PZ-REMOTE,-1.563,0.053,7812,0.553,2026-02-27
QX-BAK-134,PZ-METRO,-0.580,0.150,8602,0.881,2026-03-11
QX-BAK-134,PZ-CORE,-0.483,0.055,2072,0.644,2026-02-21
QX-BAK-134,PZ-VALUE,-1.725,0.196,3708,0.734,2026-03-04
QX-BAK-134,PZ-REMOTE,-1.932,0.060,4152,0.675,2026-03-20
QX-CHL-136,PZ-METRO,-3.098,0.056,415,0.789,2026-03-11
QX-CHL-136,PZ-URBAN,-2.618,0.079,9316,0.588,2026-03-02
QX-CHL-136,PZ-CORE,-1.823,0.158,812,0.602,2026-02-21
QX-CHL-136,PZ-REMOTE,-1.383,0.161,1459,0.849,2026-02-21
QX-TIN-142,PZ-METRO,-0.867,0.120,6169,0.836,2026-03-22
QX-TIN-142,PZ-URBAN,-2.287,2.314,31,0.120,2026-02-22
QX-TIN-142,PZ-CORE,-1.015,0.203,5789,0.824,2026-03-11
QX-TIN-142,PZ-VALUE,-3.060,0.197,1178,0.722,2026-03-25
QX-TIN-142,PZ-REMOTE,-1.140,0.152,7250,0.612,2026-02-26
QX-DRY-146,PZ-METRO,-0.993,0.199,3409,0.755,2026-03-23
QX-DRY-146,PZ-VALUE,-3.083,0.058,9005,0.749,2026-03-23
QX-DRK-147,PZ-METRO,-1.950,0.216,3999,0.734,2026-03-16
QX-DRK-147,PZ-URBAN,-1.835,0.149,7579,0.530,2026-03-06
QX-DRK-147,PZ-VALUE,-2.207,0.087,7096,0.755,2026-02-23
QX-HHD-152,PZ-METRO,-1.813,1.881,18,0.178,2026-03-11
QX-HHD-152,PZ-URBAN,-1.855,0.070,5703,0.821,2026-03-01
QX-HHD-152,PZ-CORE,-2.933,0.115,4955,0.494,2026-03-13
QX-HHD-152,PZ-VALUE,-1.153,0.206,2265,0.799,2026-03-24
QX-HHD-152,PZ-REMOTE,-2.935,0.215,4851,0.917,2026-02-23
QX-BAK-154,PZ-METRO,-1.160,1.525,38,0.121,2026-03-11
QX-BAK-154,PZ-VALUE,-1.533,0.219,5501,0.608,2026-03-25
QX-BAK-154,PZ-REMOTE,-2.343,0.146,3526,0.674,2026-03-04
QX-HHD-159,PZ-METRO,-1.639,0.102,8499,0.457,2026-03-13
QX-HHD-159,PZ-URBAN,-2.274,0.810,27,0.045,2026-03-12
QX-HHD-159,PZ-CORE,-2.497,0.089,3092,0.879,2026-03-25
QX-HHD-159,PZ-VALUE,-1.685,2.108,9,0.019,2026-03-13
QX-HHD-159,PZ-REMOTE,-1.246,0.157,8209,0.608,2026-02-25
QX-DRY-160,PZ-METRO,-2.912,0.215,6981,0.882,2026-02-25
QX-DRY-160,PZ-URBAN,-1.163,0.211,2452,0.709,2026-03-03
QX-DRY-160,PZ-CORE,-3.176,0.164,5543,0.487,2026-02-23
QX-DRK-162,PZ-METRO,-0.939,0.166,8978,0.918,2026-03-11
QX-DRK-162,PZ-URBAN,-1.570,0.062,5395,0.534,2026-03-15
QX-DRK-162,PZ-CORE,-1.796,0.177,8942,0.499,2026-03-06
QX-DRK-162,PZ-REMOTE,-1.365,0.132,2274,0.708,2026-03-12
QX-BAK-163,PZ-URBAN,-2.216,0.117,8890,0.651,2026-03-06
QX-BAK-163,PZ-CORE,-2.915,0.161,2429,0.830,2026-03-23
QX-BAK-163,PZ-VALUE,-2.179,0.034,7678,0.745,2026-03-29
QX-BAK-163,PZ-REMOTE,-0.892,0.084,8971,0.469,2026-03-11
QX-BAK-167,PZ-METRO,-0.893,1.772,22,0.178,2026-03-01
QX-BAK-167,PZ-URBAN,-1.011,0.032,4423,0.713,2026-03-10
QX-BAK-167,PZ-VALUE,-0.549,1.975,15,0.047,2026-03-24
QX-PET-169,PZ-METRO,-1.017,0.096,390,0.690,2026-03-22
QX-PET-169,PZ-URBAN,-3.091,0.609,37,0.103,2026-03-20
QX-PET-169,PZ-CORE,-1.385,0.057,6280,0.689,2026-02-28
QX-PET-169,PZ-VALUE,-2.377,0.043,4730,0.505,2026-03-12
QX-PET-169,PZ-REMOTE,-2.348,0.075,5935,0.666,2026-03-23
QX-PRO-170,PZ-METRO,-0.781,0.185,7296,0.673,2026-02-27
QX-PRO-170,PZ-URBAN,-1.627,0.196,6488,0.776,2026-03-04
QX-PRO-170,PZ-CORE,-2.651,0.220,8720,0.683,2026-03-06
QX-PRO-170,PZ-VALUE,-2.619,0.148,7153,0.895,2026-03-04
QX-PRO-170,PZ-REMOTE,-1.971,0.051,6282,0.792,2026-03-03
QX-HHD-172,PZ-METRO,-1.730,0.180,7449,0.532,2026-03-17
QX-HHD-172,PZ-URBAN,-0.718,1.323,30,0.095,2026-03-11
QX-HHD-172,PZ-CORE,-3.011,0.062,8872,0.657,2026-03-23
QX-BWS-175,PZ-URBAN,-1.942,0.141,4224,0.696,2026-03-10
QX-BWS-175,PZ-CORE,-2.343,0.110,3390,0.659,2026-03-25
QX-BWS-175,PZ-VALUE,-1.553,0.688,18,0.116,2026-03-06
QX-BWS-175,PZ-REMOTE,-1.311,0.125,5632,0.697,2026-03-21
QX-PRO-176,PZ-METRO,-0.435,0.103,3466,0.671,2026-03-07
QX-PRO-176,PZ-CORE,-2.879,0.130,6970,0.514,2026-03-27
QX-PRO-176,PZ-VALUE,-1.061,0.203,3240,0.650,2026-03-04
QX-PRO-176,PZ-REMOTE,-2.011,0.103,5390,0.590,2026-03-12
QX-PRO-178,PZ-METRO,-1.308,1.210,14,0.131,2026-03-03
QX-PRO-178,PZ-CORE,-0.681,0.090,2193,0.674,2026-03-16
QX-PRO-178,PZ-VALUE,-2.535,0.038,2140,0.681,2026-02-21
QX-PRO-178,PZ-REMOTE,-1.249,0.050,1404,0.515,2026-03-15
QX-DRY-183,PZ-METRO,-1.872,0.211,2197,0.599,2026-02-25
QX-DRY-183,PZ-URBAN,-3.061,0.701,40,0.144,2026-02-21
QX-DRY-183,PZ-CORE,-1.894,0.111,5894,0.865,2026-03-09
QX-DRY-183,PZ-VALUE,-2.212,0.171,6397,0.855,2026-02-21
QX-DRY-183,PZ-REMOTE,-2.033,0.168,4430,0.452,2026-02-22
QX-PET-191,PZ-METRO,-1.257,0.883,36,0.074,2026-03-21
QX-PET-191,PZ-URBAN,-1.435,0.049,3410,0.855,2026-03-13
QX-PET-191,PZ-CORE,-2.114,0.743,40,0.028,2026-02-24
QX-PET-191,PZ-VALUE,-0.894,0.062,7469,0.625,2026-03-14
QX-PET-191,PZ-REMOTE,-1.615,0.137,6782,0.717,2026-03-15
QX-TIN-193,PZ-METRO,-0.945,0.172,1381,0.871,2026-02-22
QX-TIN-193,PZ-URBAN,-1.473,0.037,2756,0.788,2026-03-13
QX-TIN-193,PZ-VALUE,-1.577,0.171,5117,0.625,2026-03-12
QX-FRZ-201,PZ-VALUE,-1.301,0.080,2361,0.808,2026-03-20
QX-FRZ-201,PZ-REMOTE,-3.038,0.158,1532,0.825,2026-02-27
QX-PRO-206,PZ-METRO,-1.797,0.057,1442,0.470,2026-03-26
QX-PRO-206,PZ-URBAN,-2.679,0.068,4410,0.904,2026-03-03
QX-PRO-206,PZ-VALUE,-2.370,0.936,14,0.017,2026-02-25
QX-PRO-206,PZ-REMOTE,-1.849,0.102,1408,0.695,2026-03-12
QX-CHL-207,PZ-URBAN,-2.615,0.166,1205,0.821,2026-03-09
QX-CHL-207,PZ-CORE,-0.633,0.156,1902,0.753,2026-03-10
QX-CHL-207,PZ-VALUE,-2.512,0.069,2340,0.907,2026-03-26
QX-CHL-207,PZ-REMOTE,-0.936,0.188,9191,0.578,2026-02-25
QX-BAK-209,PZ-METRO,-1.036,0.218,3883,0.492,2026-02-21
QX-BAK-209,PZ-URBAN,-1.569,0.160,717,0.878,2026-03-06
QX-BAK-209,PZ-VALUE,-1.477,0.143,5961,0.539,2026-03-05
QX-BAK-209,PZ-REMOTE,-2.031,0.033,3199,0.741,2026-03-14
QX-CER-219,PZ-METRO,-2.201,0.096,8830,0.624,2026-03-15
QX-CER-219,PZ-URBAN,-1.371,0.170,7140,0.618,2026-03-14
QX-CER-219,PZ-CORE,-2.685,0.165,1277,0.826,2026-03-25
QX-CER-219,PZ-REMOTE,-2.618,0.152,8168,0.448,2026-03-08
QX-BWS-220,PZ-METRO,-0.446,0.037,4302,0.529,2026-03-27
QX-BWS-220,PZ-URBAN,-2.690,0.142,5498,0.866,2026-03-20
QX-BWS-220,PZ-CORE,-1.411,0.035,2306,0.666,2026-03-03
QX-BWS-220,PZ-VALUE,-2.919,0.212,2115,0.676,2026-02-24
QX-BWS-220,PZ-REMOTE,-2.284,0.116,7944,0.585,2026-02-24
QX-CHL-221,PZ-METRO,-3.066,0.145,2925,0.737,2026-03-27
QX-CHL-221,PZ-URBAN,-2.802,0.034,9201,0.456,2026-03-26
QX-CHL-221,PZ-CORE,-1.206,0.116,5436,0.649,2026-03-01
QX-CHL-221,PZ-REMOTE,-1.480,0.060,1812,0.497,2026-03-02
QX-PRO-222,PZ-METRO,-0.498,0.212,1195,0.864,2026-02-22
QX-PRO-222,PZ-URBAN,-2.702,0.161,4332,0.825,2026-03-26
QX-PRO-222,PZ-CORE,-0.839,0.169,5661,0.864,2026-03-17
QX-PRO-222,PZ-VALUE,-2.756,0.038,1570,0.450,2026-03-04
QX-PRO-222,PZ-REMOTE,-2.720,0.046,2037,0.593,2026-03-07
QX-BWS-229,PZ-METRO,-0.816,0.201,2925,0.812,2026-02-27
QX-BWS-229,PZ-URBAN,-1.981,0.128,1241,0.845,2026-03-28
QX-BWS-229,PZ-CORE,-1.583,0.086,8081,0.524,2026-03-08
QX-BWS-229,PZ-VALUE,-2.503,0.158,1513,0.608,2026-02-26
QX-BWS-229,PZ-REMOTE,-1.125,0.148,752,0.449,2026-03-08
QX-DRK-239,PZ-URBAN,-2.114,0.040,5943,0.567,2026-03-19
QX-DRK-239,PZ-VALUE,-2.026,0.159,9326,0.567,2026-03-27
QX-DRK-239,PZ-REMOTE,-1.481,0.053,6762,0.783,2026-03-09
QX-PRO-243,PZ-METRO,-1.801,0.201,7346,0.455,2026-03-22
QX-PRO-243,PZ-URBAN,-1.545,0.097,7063,0.828,2026-03-28
QX-PRO-243,PZ-CORE,-3.088,0.055,8167,0.733,2026-03-26
QX-PRO-243,PZ-VALUE,-1.086,0.141,2736,0.503,2026-03-08
QX-PRO-243,PZ-REMOTE,-2.952,0.084,9028,0.612,2026-03-19
QX-CER-245,PZ-METRO,-2.357,2.012,23,0.175,2026-03-11
QX-CER-245,PZ-URBAN,-0.893,0.082,3100,0.908,2026-03-11
QX-CER-245,PZ-CORE,-2.326,0.163,6760,0.911,2026-03-14
QX-CER-245,PZ-VALUE,-1.495,0.215,3485,0.541,2026-03-18
QX-CER-245,PZ-REMOTE,-2.871,0.141,4650,0.769,2026-03-24
QX-FRZ-249,PZ-METRO,-0.899,0.077,1353,0.821,2026-02-27
QX-FRZ-249,PZ-URBAN,-2.025,0.172,7269,0.555,2026-03-09
QX-FRZ-249,PZ-CORE,-1.400,1.188,33,0.032,2026-03-05
QX-FRZ-249,PZ-REMOTE,-1.517,0.037,8156,0.827,2026-03-09
QX-PET-252,PZ-METRO,-2.530,1.887,17,0.135,2026-02-25
QX-PET-252,PZ-URBAN,-1.816,0.206,8186,0.884,2026-03-26
QX-PET-252,PZ-CORE,-2.819,0.055,3004,0.871,2026-03-24
QX-PET-252,PZ-VALUE,-1.384,0.040,9340,0.559,2026-03-17
QX-PET-252,PZ-REMOTE,-2.091,0.048,2904,0.529,2026-03-03
QX-HHD-257,PZ-METRO,-0.924,0.200,4730,0.870,2026-03-10
QX-HHD-257,PZ-URBAN,-0.707,0.113,6135,0.791,2026-03-04
QX-HHD-257,PZ-VALUE,-2.225,0.147,9216,0.568,2026-02-26
QX-DRK-258,PZ-METRO,-3.069,0.034,7061,0.856,2026-03-02
QX-DRK-258,PZ-URBAN,-2.366,0.199,5146,0.590,2026-02-23
QX-DRK-258,PZ-VALUE,-2.338,0.190,8272,0.533,2026-03-02
QX-DRK-258,PZ-REMOTE,-0.916,0.163,5495,0.601,2026-03-04
QX-PRO-262,PZ-METRO,-2.950,0.083,8176,0.523,2026-03-27
QX-PRO-262,PZ-URBAN,-1.460,0.201,4628,0.893,2026-03-08
QX-PRO-262,PZ-CORE,-3.106,0.064,1861,0.809,2026-03-25
QX-PRO-262,PZ-VALUE,-0.772,0.211,821,0.911,2026-02-23
QX-PRO-262,PZ-REMOTE,-2.364,0.180,1853,0.809,2026-03-28
QX-PRO-263,PZ-METRO,-1.800,0.081,6488,0.658,2026-02-26
QX-PRO-263,PZ-URBAN,-0.814,0.126,7629,0.928,2026-03-28
QX-PRO-263,PZ-CORE,-0.447,0.155,6061,0.778,2026-03-08
QX-PRO-263,PZ-VALUE,-0.582,0.174,7426,0.474,2026-03-10
QX-PRO-263,PZ-REMOTE,-3.009,0.107,4116,0.451,2026-03-10
QX-TIN-267,PZ-URBAN,-3.091,0.093,2864,0.832,2026-03-02
QX-TIN-267,PZ-VALUE,-1.076,0.119,7895,0.462,2026-03-04
QX-TIN-267,PZ-REMOTE,-2.804,0.066,5664,0.499,2026-03-07
QX-HHD-268,PZ-METRO,-2.312,0.204,5569,0.516,2026-03-28
QX-HHD-268,PZ-URBAN,-2.101,0.155,6848,0.522,2026-03-29
QX-HHD-268,PZ-VALUE,-1.508,0.138,3304,0.632,2026-03-14
QX-CER-270,PZ-METRO,-3.142,0.041,910,0.616,2026-03-03
QX-CER-270,PZ-CORE,-1.709,1.637,38,0.108,2026-03-27
QX-CER-270,PZ-VALUE,-1.214,0.109,8226,0.843,2026-03-20
QX-CER-270,PZ-REMOTE,-1.610,0.136,8391,0.663,2026-02-21
QX-PET-271,PZ-METRO,-2.382,0.041,3075,0.791,2026-02-23
QX-PET-271,PZ-URBAN,-1.380,0.101,2771,0.907,2026-03-16
QX-PET-271,PZ-CORE,-2.013,0.134,374,0.512,2026-03-21
QX-PET-271,PZ-VALUE,-1.703,0.094,8215,0.895,2026-03-28
QX-PET-271,PZ-REMOTE,-2.148,1.104,34,0.141,2026-03-17
QX-CER-274,PZ-METRO,-1.560,0.161,5814,0.923,2026-02-25
QX-CER-274,PZ-URBAN,-1.866,0.103,7864,0.732,2026-03-10
QX-CER-274,PZ-CORE,-0.809,0.154,3215,0.689,2026-03-29
QX-CER-274,PZ-VALUE,-0.803,0.116,3707,0.629,2026-03-22
QX-CER-274,PZ-REMOTE,-0.929,0.214,4971,0.707,2026-03-11
QX-DRK-280,PZ-METRO,-1.042,0.102,9368,0.824,2026-03-11
QX-DRK-280,PZ-URBAN,-2.651,0.097,5125,0.698,2026-03-20
QX-DRK-280,PZ-CORE,-2.251,0.049,1714,0.733,2026-03-02
QX-DRK-280,PZ-VALUE,-0.403,0.068,9013,0.710,2026-03-23
QX-TIN-284,PZ-METRO,-2.013,0.072,7814,0.705,2026-03-08
QX-TIN-284,PZ-CORE,-1.459,0.146,7563,0.542,2026-02-21
QX-TIN-284,PZ-VALUE,-1.686,0.091,7655,0.713,2026-03-10
QX-TIN-284,PZ-REMOTE,-1.687,0.204,5264,0.682,2026-03-12
QX-BWS-289,PZ-METRO,-1.797,1.818,40,0.160,2026-03-17
QX-BWS-289,PZ-URBAN,-0.993,0.037,6557,0.918,2026-03-07
QX-BWS-289,PZ-CORE,-2.482,0.624,18,0.058,2026-03-09
QX-BWS-289,PZ-VALUE,-1.785,0.854,28,0.184,2026-03-11
QX-BWS-289,PZ-REMOTE,-1.055,0.181,8175,0.867,2026-03-11
QX-HBC-291,PZ-METRO,-1.957,0.100,4820,0.851,2026-02-26
QX-HBC-291,PZ-CORE,-0.861,0.212,3715,0.820,2026-03-29
QX-HBC-291,PZ-VALUE,-1.067,0.047,7230,0.804,2026-03-26
QX-HBC-291,PZ-REMOTE,-2.622,0.136,1449,0.850,2026-03-15
QX-HHD-293,PZ-METRO,-1.399,0.066,5958,0.782,2026-03-22
QX-HHD-293,PZ-URBAN,-1.804,0.095,3888,0.760,2026-03-18
QX-HHD-293,PZ-CORE,-1.710,0.036,7813,0.782,2026-03-01
QX-HHD-293,PZ-VALUE,-2.760,0.137,8720,0.650,2026-03-27
QX-HHD-293,PZ-REMOTE,-1.342,0.092,6632,0.759,2026-03-18
QX-CHL-295,PZ-URBAN,-0.957,0.213,5293,0.805,2026-03-10
QX-CHL-295,PZ-CORE,-1.451,0.194,3561,0.724,2026-03-10
QX-CHL-295,PZ-VALUE,-2.326,0.117,5238,0.657,2026-02-24
QX-CHL-295,PZ-REMOTE,-1.740,1.077,38,0.084,2026-03-02
QX-BAK-299,PZ-METRO,-2.865,0.135,1863,0.901,2026-03-19
QX-BAK-299,PZ-CORE,-1.803,1.425,10,0.018,2026-03-18
QX-BAK-299,PZ-VALUE,-1.451,0.099,4328,0.698,2026-03-23
QX-BAK-299,PZ-REMOTE,-1.269,0.133,9173,0.521,2026-03-08
QX-CER-303,PZ-METRO,-1.114,0.039,5820,0.803,2026-03-13
QX-CER-303,PZ-CORE,-1.888,0.098,4728,0.753,2026-02-28
QX-CER-303,PZ-VALUE,-1.788,0.191,4014,0.477,2026-03-17
QX-CER-303,PZ-REMOTE,-0.525,0.188,6819,0.722,2026-02-25
QX-HBC-304,PZ-METRO,-0.804,0.147,3128,0.700,2026-02-28
QX-HBC-304,PZ-URBAN,-1.769,0.220,9036,0.604,2026-03-10
QX-HBC-304,PZ-CORE,-2.058,0.120,2646,0.490,2026-03-25
QX-HBC-304,PZ-VALUE,-1.973,0.102,2822,0.510,2026-03-06
QX-HBC-304,PZ-REMOTE,-2.364,0.156,7239,0.587,2026-03-13
QX-DRK-320,PZ-METRO,-1.792,1.611,30,0.021,2026-03-20
QX-DRK-320,PZ-URBAN,-1.644,0.169,1431,0.896,2026-02-22
QX-DRK-320,PZ-CORE,-2.286,0.129,6815,0.715,2026-02-23
QX-DRY-322,PZ-METRO,-2.347,0.182,3520,0.850,2026-02-26
QX-DRY-322,PZ-URBAN,-1.146,0.211,7129,0.646,2026-03-04
QX-DRY-322,PZ-CORE,-1.141,0.044,2291,0.447,2026-03-14
QX-DRY-322,PZ-VALUE,-1.675,0.073,2546,0.799,2026-03-21
QX-DRY-322,PZ-REMOTE,-2.265,1.932,28,0.061,2026-03-28
QX-DRY-324,PZ-METRO,-0.560,0.179,8799,0.915,2026-03-02
QX-DRY-324,PZ-VALUE,-0.800,0.062,7814,0.745,2026-02-24
QX-DRY-324,PZ-REMOTE,-1.398,0.103,6918,0.823,2026-03-17
QX-DRY-325,PZ-METRO,-0.642,0.182,6320,0.819,2026-03-02
QX-DRY-325,PZ-CORE,-1.769,0.041,8356,0.577,2026-03-26
QX-DRY-325,PZ-VALUE,-2.392,0.115,8795,0.595,2026-03-09
QX-HBC-332,PZ-METRO,-0.417,2.350,15,0.164,2026-03-09
QX-HBC-332,PZ-URBAN,-1.987,1.689,23,0.151,2026-03-27
