depot_id,snapshot_date,sku,pallets_on_hand,weeks_cover
DC-04,2026-05-06,QX-CER-085,121,3.5
DC-04,2026-05-06,QX-TIN-087,25,7.6
DC-04,2026-05-06,QX-HBC-093,36,6.7
DC-04,2026-05-06,QX-PET-104,252,3.5
DC-04,2026-05-06,QX-TIN-105,207,8.6
DC-04,2026-05-06,QX-HBC-111,227,3.7
DC-04,2026-05-06,QX-CHL-117,282,3.5
DC-04,2026-05-06,QX-DRY-122,180,4.5
DC-04,2026-05-06,QX-PRO-125,61,3.7
DC-04,2026-05-06,QX-CHL-126,139,5.0
DC-04,2026-05-06,QX-TIN-132,35,7.4
DC-04,2026-05-06,QX-BAK-134,31,0.9
DC-04,2026-05-06,QX-FRZ-140,177,8.1
DC-04,2026-05-06,QX-CER-144,288,6.8
DC-04,2026-05-06,QX-PRO-150,145,6.7
DC-04,2026-05-06,QX-TIN-151,152,2.9
DC-04,2026-05-06,QX-BAK-154,303,2.7
DC-04,2026-05-06,QX-HBC-161,79,9.0
DC-04,2026-05-06,QX-HHD-172,133,7.1
DC-04,2026-05-06,QX-PRO-176,18,1.8
DC-04,2026-05-06,QX-PRO-185,51,0.3
DC-04,2026-05-06,QX-HHD-189,56,8.1
DC-04,2026-05-06,QX-TIN-197,35,3.3
DC-04,2026-05-06,QX-TIN-204,135,3.1
DC-04,2026-05-06,QX-DRK-216,281,7.9
DC-04,2026-05-06,QX-BAK-217,82,2.6
DC-04,2026-05-06,QX-PRO-225,296,4.7
DC-04,2026-05-06,QX-BWS-228,28,1.0
DC-04,2026-05-06,QX-BWS-229,130,3.3
DC-04,2026-05-06,QX-CER-245,45,4.7
DC-04,2026-05-06,QX-HHD-246,106,4.3
DC-04,2026-05-06,QX-BWS-247,160,7.8
DC-04,2026-05-06,QX-FRZ-249,311,8.5
DC-04,2026-05-06,QX-CHL-269,316,0.7
DC-04,2026-05-06,QX-DRK-280,58,4.9
DC-04,2026-05-06,QX-BWS-282,277,3.2
DC-04,2026-05-06,QX-BAK-286,78,2.6
DC-04,2026-05-06,QX-BAK-294,165,9.3
DC-04,2026-05-06,QX-BWS-296,326,9.3
DC-04,2026-05-06,QX-TIN-297,279,1.9
DC-04,2026-05-06,QX-HBC-298,67,8.6
DC-04,2026-05-06,QX-BAK-299,14,5.0
DC-04,2026-05-06,QX-PRO-301,266,8.1
DC-04,2026-05-06,QX-TIN-309,59,6.5
DC-04,2026-05-06,QX-CHL-313,232,1.0
DC-04,2026-05-06,QX-DRY-317,96,5.4
DC-04,2026-05-06,QX-DRY-325,70,4.7
DC-04,2026-05-06,QX-FRZ-334,72,9.2
DC-04,2026-05-06,QX-TIN-339,43,9.4
DC-04,2026-05-06,QX-CER-343,41,8.4
DC-04,2026-05-06,QX-DRK-348,153,8.3
DC-04,2026-05-06,QX-DRK-363,44,4.6
DC-04,2026-05-06,QX-DRY-365,102,2.4
DC-04,2026-05-06,QX-PRO-366,277,5.4
DC-04,2026-05-06,QX-CER-369,189,5.7
DC-04,2026-05-06,QX-HHD-381,132,1.0
DC-04,2026-05-06,QX-DRK-387,124,9.2
DC-04,2026-05-06,QX-DRK-392,49,0.9
DC-04,2026-05-06,QX-CHL-393,94,7.5
DC-04,2026-05-06,QX-CER-398,152,4.7
DC-04,2026-05-06,QX-HHD-403,126,1.5
DC-04,2026-05-06,QX-DRY-408,133,6.2
DC-04,2026-05-06,QX-FRZ-413,286,2.7
DC-04,2026-05-06,QX-FRZ-415,332,3.8
DC-04,2026-05-06,QX-BAK-419,289,6.5
DC-04,2026-05-06,QX-PET-422,315,6.0
DC-04,2026-05-06,QX-PRO-423,171,4.6
DC-04,2026-05-06,QX-FRZ-430,271,5.0
DC-04,2026-05-06,QX-FRZ-439,239,3.6
DC-04,2026-05-06,QX-HHD-440,105,8.0
DC-04,2026-05-06,QX-HBC-441,336,5.4
DC-04,2026-05-06,QX-HHD-442,167,9.0
DC-04,2026-05-06,QX-TIN-446,88,5.9
DC-04,2026-05-06,QX-PRO-453,250,4.6
DC-04,2026-05-06,QX-CER-454,104,9.0
DC-04,2026-05-06,QX-PET-455,224,9.0
DC-04,2026-05-06,QX-PRO-456,330,0.9
DC-04,2026-05-06,QX-TIN-463,239,2.3
DC-04,2026-05-06,QX-HBC-465,320,3.6
DC-04,2026-05-06,QX-TIN-468,201,3.6
DC-04,2026-05-06,QX-DRY-472,304,5.0
DC-04,2026-05-06,QX-BWS-477,231,3.8
DC-04,2026-05-06,QX-PET-481,10,8.7
DC-04,2026-05-06,QX-BAK-488,252,9.5
DC-04,2026-05-06,QX-HHD-493,11,2.9
DC-04,2026-05-06,QX-HBC-499,33,8.9
DC-04,2026-05-06,QX-FRZ-500,56,3.6
DC-04,2026-05-06,QX-BAK-502,208,8.3
DC-04,2026-05-06,QX-FRZ-504,186,5.4
DC-04,2026-05-06,QX-PET-505,173,5.5
DC-04,2026-05-06,QX-DRY-506,204,8.3
DC-04,2026-05-06,QX-FRZ-509,77,6.0
DC-04,2026-05-06,QX-HHD-522,10,4.2
DC-04,2026-05-06,QX-BAK-526,325,5.0
DC-04,2026-05-06,QX-BAK-528,322,8.2
DC-04,2026-05-06,QX-CHL-535,219,5.3
DC-04,2026-05-06,QX-DRY-539,22,1.1
DC-04,2026-05-06,QX-PRO-541,227,8.2
DC-04,2026-05-06,QX-PRO-546,74,3.4
DC-04,2026-05-06,QX-CHL-550,283,5.1
DC-04,2026-05-06,QX-TIN-556,149,3.6
DC-04,2026-05-06,QX-BWS-557,9,8.9
DC-04,2026-05-06,QX-CHL-558,283,0.4
DC-04,2026-05-06,QX-HBC-563,56,6.7
DC-04,2026-05-06,QX-HHD-566,215,3.4
DC-04,2026-05-06,QX-TIN-567,308,1.3
DC-04,2026-05-06,QX-FRZ-576,167,3.9
DC-04,2026-05-06,QX-HHD-580,278,3.4
DC-04,2026-05-06,QX-CHL-581,29,6.8
DC-04,2026-05-06,QX-DRK-584,180,4.0
DC-04,2026-05-06,QX-DRK-586,185,1.4
DC-04,2026-05-06,QX-CER-597,290,1.5
DC-04,2026-05-06,QX-CER-599,262,4.1
DC-04,2026-05-06,QX-DRK-603,6,9.1
DC-04,2026-05-06,QX-PRO-606,168,6.0
DC-04,2026-05-06,QX-CER-612,310,3.7
DC-04,2026-05-06,QX-BWS-617,0,5.6
DC-04,2026-05-06,QX-DRY-624,90,1.1
DC-04,2026-05-06,QX-DRY-626,297,3.4
DC-04,2026-05-06,QX-CHL-633,324,6.3
DC-04,2026-05-06,QX-BAK-635,123,2.1
DC-04,2026-05-06,QX-BAK-639,12,1.4
DC-04,2026-05-06,QX-HHD-640,278,8.6
DC-04,2026-05-06,QX-FRZ-641,143,2.8
DC-04,2026-05-06,QX-PRO-643,278,1.3
DC-04,2026-05-06,QX-BAK-644,255,2.2
DC-04,2026-05-06,QX-BAK-647,158,5.5
DC-04,2026-05-06,QX-CHL-648,108,8.8
DC-04,2026-05-06,QX-DRK-651,317,1.5
DC-04,2026-05-06,QX-BWS-655,247,5.0
DC-04,2026-05-06,QX-CER-657,69,8.1
DC-04,2026-05-06,QX-BAK-660,12,1.6
DC-04,2026-05-06,QX-BAK-664,196,1.0
DC-04,2026-05-06,QX-BWS-666,45,2.1
DC-04,2026-05-06,QX-FRZ-667,162,3.7
DC-04,2026-05-06,QX-CER-668,195,6.8
DC-04,2026-05-06,QX-CHL-675,146,5.1
DC-04,2026-05-06,QX-DRK-677,30,2.1
DC-04,2026-05-06,QX-HHD-679,336,6.2
DC-04,2026-05-06,QX-PRO-683,156,4.1
DC-04,2026-05-06,QX-BAK-687,37,7.3
DC-04,2026-05-06,QX-BWS-691,78,3.4
DC-04,2026-05-06,QX-HBC-699,71,0.8
DC-04,2026-05-06,QX-CHL-703,67,3.5
DC-04,2026-05-06,QX-CER-714,208,2.1
DC-04,2026-05-06,QX-TIN-722,23,5.2
DC-04,2026-05-06,QX-BAK-726,267,9.1
DC-04,2026-05-06,QX-DRY-727,335,6.9
DC-04,2026-05-06,QX-HHD-728,156,2.5
DC-04,2026-05-06,QX-TIN-732,224,1.7
DC-04,2026-05-06,QX-CHL-734,158,1.0
DC-04,2026-05-06,QX-PET-736,275,2.6
DC-04,2026-05-06,QX-HBC-738,121,8.3
DC-04,2026-05-06,QX-BWS-740,317,2.2
DC-04,2026-05-06,QX-CHL-753,67,8.7
DC-04,2026-05-06,QX-CER-757,17,8.5
DC-04,2026-05-06,QX-CER-762,242,6.7
DC-04,2026-05-06,QX-CER-764,168,4.7
DC-04,2026-05-06,QX-HBC-767,14,7.7
DC-04,2026-05-06,QX-BAK-769,286,3.3
DC-04,2026-05-06,QX-FRZ-770,30,0.9
DC-04,2026-05-06,QX-FRZ-772,177,4.1
DC-04,2026-05-06,QX-BAK-777,183,2.5
DC-04,2026-05-06,QX-CER-785,333,7.7
DC-04,2026-05-06,QX-CHL-786,235,5.3
DC-04,2026-05-06,QX-BWS-789,169,3.2
DC-04,2026-05-06,QX-TIN-792,195,1.1
DC-04,2026-05-06,QX-PRO-801,100,1.3
DC-04,2026-05-06,QX-HBC-806,148,8.4
DC-04,2026-05-06,QX-BWS-809,162,7.8
DC-04,2026-05-06,QX-BAK-810,9,8.3
DC-04,2026-05-06,QX-DRK-812,42,1.8
DC-04,2026-05-06,QX-TIN-818,283,3.4
DC-04,2026-05-06,QX-TIN-820,145,0.5
DC-04,2026-05-06,QX-BWS-821,339,8.4
DC-04,2026-05-06,QX-BWS-826,157,4.8
DC-04,2026-05-06,QX-FRZ-829,210,8.0
DC-04,2026-05-06,QX-DRK-834,151,4.6
DC-04,2026-05-06,QX-FRZ-836,177,6.1
DC-04,2026-05-06,QX-BAK-837,312,5.1
DC-04,2026-05-06,QX-HBC-838,223,1.6
DC-04,2026-05-06,QX-TIN-844,213,2.5
DC-04,2026-05-06,QX-FRZ-850,117,2.1
DC-04,2026-05-06,QX-DRK-853,336,9.4
DC-04,2026-05-06,QX-PRO-858,214,8.6
DC-04,2026-05-06,QX-TIN-862,250,8.7
DC-04,2026-05-06,QX-DRY-863,160,4.8
DC-04,2026-05-06,QX-TIN-878,9,3.4
DC-04,2026-05-06,QX-BAK-879,104,4.4
DC-04,2026-05-06,QX-PRO-881,244,2.5
DC-04,2026-05-06,QX-FRZ-885,74,1.5
DC-04,2026-05-06,QX-FRZ-888,74,5.8
DC-04,2026-05-06,QX-BAK-891,66,9.0
DC-04,2026-05-06,QX-CHL-895,254,9.4
DC-04,2026-05-06,QX-BWS-897,67,8.5
DC-04,2026-05-06,QX-DRK-909,0,8.2
DC-04,2026-05-06,QX-DRY-910,20,2.7
DC-04,2026-05-06,QX-HBC-924,79,7.3
DC-04,2026-05-06,QX-FRZ-930,215,2.3
DC-04,2026-05-06,QX-CHL-932,221,3.5
DC-04,2026-05-06,QX-FRZ-933,215,1.1
DC-04,2026-05-06,QX-BWS-944,317,5.0
DC-04,2026-05-06,QX-DRY-945,202,5.0
DC-04,2026-05-06,QX-CER-946,318,3.8
DC-04,2026-05-06,QX-DRY-952,157,6.2
DC-04,2026-05-06,QX-PRO-960,309,7.6
DC-04,2026-05-06,QX-FRZ-962,299,6.5
DC-04,2026-05-06,QX-DRK-963,119,0.5
DC-04,2026-05-06,QX-PRO-964,302,7.5
DC-04,2026-05-06,QX-BWS-966,29,1.0
DC-04,2026-05-06,QX-CHL-976,21,1.7
DC-04,2026-05-06,QX-HBC-979,11,5.1
DC-04,2026-05-06,QX-HHD-987,300,6.9
DC-04,2026-05-06,QX-BAK-001,207,7.8
DC-04,2026-05-06,QX-CER-003,261,2.1
DC-04,2026-05-06,QX-HHD-014,145,5.7
DC-04,2026-05-06,QX-DRY-017,189,2.6
DC-04,2026-05-06,QX-PET-018,50,7.1
DC-04,2026-05-06,QX-FRZ-019,16,7.2
DC-04,2026-05-06,QX-HBC-021,248,5.5
DC-04,2026-05-06,QX-DRY-024,284,9.3
DC-04,2026-05-06,QX-FRZ-029,251,2.3
DC-04,2026-05-06,QX-HHD-033,221,1.7
DC-04,2026-05-06,QX-PET-035,221,1.4
DC-04,2026-05-06,QX-CER-038,264,2.9
DC-04,2026-05-06,QX-BAK-056,114,2.5
DC-04,2026-05-06,QX-BAK-060,25,9.3
DC-04,2026-05-06,QX-HBC-062,79,2.8
DC-04,2026-05-06,QX-FRZ-066,125,5.1
DC-04,2026-05-06,QX-PET-072,104,1.2
DC-04,2026-05-06,QX-HBC-074,207,6.7
DC-04,2026-05-06,QX-HHD-077,26,2.3
DC-04,2026-05-06,QX-PET-078,206,7.3
DC-04,2026-05-06,QX-HBC-084,50,0.6
DC-04,2026-05-06,QX-PET-090,221,2.3
DC-04,2026-05-06,QX-BWS-091,329,4.9
DC-04,2026-05-06,QX-HHD-092,297,2.0
DC-04,2026-05-06,QX-HHD-093,74,1.6
DC-04,2026-05-06,QX-CHL-098,7,7.3
DC-04,2026-05-06,QX-DRK-104,64,9.0
DC-04,2026-05-06,QX-CER-106,95,6.2
DC-04,2026-05-06,QX-BAK-109,292,4.9
DC-04,2026-05-06,QX-BAK-112,231,1.6
DC-04,2026-05-06,QX-CER-115,194,2.3
DC-04,2026-05-06,QX-DRY-119,296,5.4
DC-04,2026-05-06,QX-TIN-124,54,3.0
DC-04,2026-05-06,QX-DRK-125,23,3.4
DC-04,2026-05-06,QX-PRO-130,4,3.4
DC-04,2026-05-06,QX-HBC-132,210,4.9
DC-04,2026-05-06,QX-CER-134,81,3.0
DC-04,2026-05-06,QX-TIN-138,207,0.6
DC-04,2026-05-06,QX-PRO-142,254,3.4
DC-04,2026-05-06,QX-CER-143,202,7.9
DC-04,2026-05-06,QX-BWS-147,175,3.1
DC-04,2026-05-06,QX-PET-150,324,6.6
DC-04,2026-05-06,QX-DRK-152,332,2.6
DC-04,2026-05-06,QX-HBC-160,127,6.0
DC-04,2026-05-06,QX-BWS-163,148,0.6
DC-04,2026-05-06,QX-DRK-164,202,6.2
DC-04,2026-05-06,QX-BAK-172,151,7.0
DC-04,2026-05-06,QX-HHD-173,98,1.0
DC-04,2026-05-06,QX-PET-179,202,2.4
DC-04,2026-05-06,QX-DRK-182,99,1.8
DC-04,2026-05-06,QX-BAK-195,150,7.9
DC-04,2026-05-06,QX-CHL-205,201,9.2
DC-04,2026-05-06,QX-DRY-209,256,5.7
DC-04,2026-05-06,QX-DRY-225,94,3.5
DC-04,2026-05-06,QX-CHL-226,163,5.9
DC-04,2026-05-06,QX-PRO-227,302,7.3
DC-04,2026-05-06,QX-HHD-233,305,7.3
DC-04,2026-05-06,QX-DRK-236,218,7.2
DC-04,2026-05-06,QX-CER-239,101,6.6
DC-04,2026-05-06,QX-PET-245,180,9.2
DC-04,2026-05-06,QX-BAK-250,0,3.0
DC-04,2026-05-06,QX-CER-251,170,0.8
DC-04,2026-05-06,QX-TIN-252,109,5.8
DC-04,2026-05-06,QX-HBC-254,340,2.8
DC-04,2026-05-06,QX-HHD-256,263,6.3
DC-04,2026-05-06,QX-PRO-267,138,6.6
DC-04,2026-05-06,QX-DRY-270,45,2.0
DC-04,2026-05-06,QX-PET-282,339,5.3
DC-04,2026-05-06,QX-DRY-291,146,3.8
DC-04,2026-05-06,QX-BAK-295,46,4.0
DC-04,2026-05-06,QX-PRO-298,18,2.3
DC-04,2026-05-06,QX-BWS-309,64,4.1
DC-04,2026-05-06,QX-BAK-311,181,2.5
DC-04,2026-05-06,QX-DRK-322,29,8.4
DC-04,2026-05-06,QX-BWS-326,182,0.6
DC-04,2026-05-06,QX-TIN-330,153,2.2
DC-04,2026-05-06,QX-CER-333,286,0.8
DC-04,2026-05-06,QX-DRK-335,138,5.8
DC-04,2026-05-06,QX-DRK-343,334,6.0
DC-04,2026-05-06,QX-BWS-347,323,8.5
DC-04,2026-05-06,QX-HBC-348,89,1.7
DC-04,2026-05-06,QX-PET-350,10,6.7
DC-04,2026-05-06,QX-TIN-358,174,1.7
DC-04,2026-05-06,QX-DRK-359,41,2.5
DC-04,2026-05-06,QX-HHD-363,281,2.7
DC-04,2026-05-06,QX-HBC-364,73,1.4
DC-04,2026-05-06,QX-PRO-372,40,6.7
DC-04,2026-05-06,QX-HBC-378,172,6.0
DC-04,2026-05-06,QX-PET-380,80,5.3
DC-04,2026-05-06,QX-PET-389,254,6.3
DC-04,2026-05-06,QX-FRZ-393,193,8.5
DC-04,2026-05-06,QX-BWS-397,189,2.9
DC-04,2026-05-06,QX-TIN-398,192,7.9
DC-04,2026-05-06,QX-HHD-400,23,5.6
DC-04,2026-05-06,QX-TIN-408,131,3.3
DC-04,2026-05-06,QX-HBC-410,326,2.2
DC-04,2026-05-06,QX-HBC-413,337,8.0
DC-04,2026-05-06,QX-TIN-417,72,3.6
DC-04,2026-05-06,QX-HHD-427,104,3.3
DC-04,2026-05-06,QX-CHL-432,236,4.3
DC-04,2026-05-06,QX-BWS-433,129,1.1
DC-04,2026-05-06,QX-FRZ-437,203,1.5
DC-04,2026-05-06,QX-CER-438,47,6.0
DC-04,2026-05-06,QX-TIN-439,182,6.5
DC-04,2026-05-06,QX-CER-440,61,6.4
DC-04,2026-05-06,QX-CHL-441,119,9.3
DC-04,2026-05-06,QX-DRY-443,137,0.9
DC-04,2026-05-06,QX-FRZ-445,334,4.8
DC-04,2026-05-06,QX-FRZ-447,252,4.2
DC-04,2026-05-06,QX-CHL-450,41,3.5
DC-04,2026-05-06,QX-HBC-462,217,8.1
DC-04,2026-05-06,QX-TIN-464,2,4.6
DC-04,2026-05-06,QX-TIN-465,243,3.3
DC-05,2026-05-06,QX-DRK-014,245,1.7
DC-05,2026-05-06,QX-TIN-032,121,7.1
DC-05,2026-05-06,QX-BWS-201,49,4.1
DC-05,2026-05-06,QX-PRO-203,257,1.1
DC-05,2026-05-06,QX-CHL-209,192,9.1
DC-05,2026-05-06,QX-PRO-210,6,7.3
DC-05,2026-05-06,QX-CHL-215,88,8.0
DC-05,2026-05-06,QX-BAK-216,329,1.7
DC-05,2026-05-06,QX-HBC-219,19,5.3
DC-05,2026-05-06,QX-BWS-222,38,0.3
DC-05,2026-05-06,QX-DRY-224,310,8.3
DC-05,2026-05-06,QX-TIN-229,292,1.4
DC-05,2026-05-06,QX-DRK-230,182,6.5
DC-05,2026-05-06,QX-CHL-238,266,2.0
DC-05,2026-05-06,QX-BWS-239,104,5.0
DC-05,2026-05-06,QX-CER-249,326,1.5
DC-05,2026-05-06,QX-FRZ-252,172,8.0
DC-05,2026-05-06,QX-BWS-256,249,8.2
DC-05,2026-05-06,QX-CER-260,59,0.7
DC-05,2026-05-06,QX-TIN-263,228,8.7
DC-05,2026-05-06,QX-TIN-264,107,6.7
DC-05,2026-05-06,QX-CER-268,130,4.6
DC-05,2026-05-06,QX-DRY-272,65,3.0
DC-05,2026-05-06,QX-HBC-276,58,6.9
DC-05,2026-05-06,QX-HBC-279,98,0.3
DC-05,2026-05-06,QX-CHL-280,222,7.4
DC-05,2026-05-06,QX-PRO-284,103,2.6
DC-05,2026-05-06,QX-BAK-292,158,1.3
DC-05,2026-05-06,QX-DRY-302,155,1.0
DC-05,2026-05-06,QX-FRZ-310,52,2.3
DC-05,2026-05-06,QX-HHD-321,139,0.4
DC-05,2026-05-06,QX-HBC-325,41,7.5
DC-05,2026-05-06,QX-BAK-328,36,3.3
DC-05,2026-05-06,QX-CER-329,93,8.1
DC-05,2026-05-06,QX-DRY-332,242,7.5
DC-05,2026-05-06,QX-TIN-338,64,7.9
DC-05,2026-05-06,QX-HHD-339,311,7.3
DC-05,2026-05-06,QX-CER-341,26,5.8
DC-05,2026-05-06,QX-TIN-342,74,6.6
DC-05,2026-05-06,QX-DRY-344,150,6.9
DC-05,2026-05-06,QX-PET-345,175,1.3
DC-05,2026-05-06,QX-CER-346,192,9.4
DC-05,2026-05-06,QX-PET-349,150,7.6
DC-05,2026-05-06,QX-BWS-353,119,1.3
DC-05,2026-05-06,QX-CHL-354,318,1.0
DC-05,2026-05-06,QX-BWS-359,128,4.9
DC-05,2026-05-06,QX-DRK-361,114,1.2
DC-05,2026-05-06,QX-HHD-362,68,0.6
DC-05,2026-05-06,QX-TIN-364,127,6.0
DC-05,2026-05-06,QX-BWS-365,91,1.6
DC-05,2026-05-06,QX-DRY-366,173,8.3
DC-05,2026-05-06,QX-CHL-368,176,1.1
DC-05,2026-05-06,QX-TIN-370,21,7.4
DC-05,2026-05-06,QX-CER-372,329,6.6
DC-05,2026-05-06,QX-BWS-376,163,8.2
DC-05,2026-05-06,QX-CHL-377,86,4.8
DC-05,2026-05-06,QX-BAK-379,313,0.3
DC-05,2026-05-06,QX-FRZ-382,36,3.3
DC-05,2026-05-06,QX-BWS-384,152,8.4
DC-05,2026-05-06,QX-HHD-385,284,7.1
DC-05,2026-05-06,QX-FRZ-386,284,6.4
DC-05,2026-05-06,QX-HHD-387,279,7.4
DC-05,2026-05-06,QX-HHD-388,127,4.6
DC-05,2026-05-06,QX-CHL-392,1,9.5
DC-05,2026-05-06,QX-DRK-393,150,6.7
DC-05,2026-05-06,QX-CER-394,313,1.1
DC-05,2026-05-06,QX-BWS-395,10,2.7
DC-05,2026-05-06,QX-PRO-402,112,8.8
DC-05,2026-05-06,QX-DRY-414,195,5.5
DC-05,2026-05-06,QX-DRY-419,260,8.0
DC-05,2026-05-06,QX-PRO-421,74,4.4
DC-05,2026-05-06,QX-PRO-425,129,8.3
DC-05,2026-05-06,QX-PRO-427,147,9.4
DC-05,2026-05-06,QX-TIN-429,223,1.1
DC-05,2026-05-06,QX-BAK-430,294,1.2
DC-05,2026-05-06,QX-FRZ-435,41,2.9
DC-05,2026-05-06,QX-CER-437,324,6.5
DC-05,2026-05-06,QX-BAK-440,105,5.1
DC-05,2026-05-06,QX-HBC-442,242,1.8
DC-05,2026-05-06,QX-FRZ-444,265,4.8
DC-05,2026-05-06,QX-PET-447,189,6.7
DC-05,2026-05-06,QX-HBC-452,170,4.4
DC-05,2026-05-06,QX-PET-453,41,3.1
DC-05,2026-05-06,QX-PET-456,231,3.2
DC-05,2026-05-06,QX-CER-467,26,1.2
DC-05,2026-05-06,QX-FRZ-468,22,1.0
DC-05,2026-05-06,QX-DRY-469,186,5.3
DC-05,2026-05-06,QX-DRY-482,12,6.9
DC-05,2026-05-06,QX-BAK-487,117,8.8
DC-05,2026-05-06,QX-BWS-489,320,6.3
DC-05,2026-05-06,QX-DRY-492,114,3.1
DC-05,2026-05-06,QX-CHL-493,219,3.1
DC-05,2026-05-06,QX-HBC-494,39,8.4
DC-05,2026-05-06,QX-HHD-501,21,6.1
DC-05,2026-05-06,QX-DRY-502,161,9.3
DC-05,2026-05-06,QX-BAK-505,235,0.9
DC-05,2026-05-06,QX-DRK-506,109,4.6
DC-05,2026-05-06,QX-PET-508,321,6.8
DC-05,2026-05-06,QX-HHD-509,181,0.4
DC-05,2026-05-06,QX-CER-511,130,7.4
DC-05,2026-05-06,QX-CER-515,30,1.2
DC-05,2026-05-06,QX-FRZ-516,243,2.6
DC-05,2026-05-06,QX-PET-522,35,4.8
DC-05,2026-05-06,QX-PRO-524,104,8.6
DC-05,2026-05-06,QX-PRO-532,338,2.4
DC-05,2026-05-06,QX-BWS-536,116,5.6
DC-05,2026-05-06,QX-DRK-537,44,4.2
DC-05,2026-05-06,QX-FRZ-538,265,2.5
DC-05,2026-05-06,QX-CER-545,93,4.5
DC-05,2026-05-06,QX-FRZ-547,174,6.7
DC-05,2026-05-06,QX-TIN-549,131,2.8
DC-05,2026-05-06,QX-BWS-550,269,6.0
DC-05,2026-05-06,QX-BAK-552,339,5.3
DC-05,2026-05-06,QX-CHL-555,137,2.5
DC-05,2026-05-06,QX-FRZ-556,337,1.1
DC-05,2026-05-06,QX-TIN-558,54,7.2
DC-05,2026-05-06,QX-FRZ-562,270,6.2
DC-05,2026-05-06,QX-HHD-569,72,5.7
DC-05,2026-05-06,QX-CER-570,102,4.2
DC-05,2026-05-06,QX-DRY-574,15,6.7
DC-05,2026-05-06,QX-HHD-581,282,7.4
DC-05,2026-05-06,QX-BAK-585,167,7.9
DC-05,2026-05-06,QX-BAK-587,338,8.1
DC-05,2026-05-06,QX-HHD-600,61,6.1
DC-05,2026-05-06,QX-DRY-603,277,3.4
DC-05,2026-05-06,QX-CER-604,248,2.2
DC-05,2026-05-06,QX-PRO-612,170,1.5
DC-05,2026-05-06,QX-PET-615,264,0.4
DC-05,2026-05-06,QX-BWS-619,8,4.2
DC-05,2026-05-06,QX-BWS-620,299,6.2
DC-05,2026-05-06,QX-CER-621,276,1.6
DC-05,2026-05-06,QX-PRO-625,250,8.2
DC-05,2026-05-06,QX-DRY-629,270,7.8
DC-05,2026-05-06,QX-CHL-631,266,8.7
DC-05,2026-05-06,QX-BWS-632,63,0.3
DC-05,2026-05-06,QX-PRO-637,201,4.6
DC-05,2026-05-06,QX-TIN-640,108,9.2
DC-05,2026-05-06,QX-TIN-642,71,3.2
DC-05,2026-05-06,QX-TIN-644,178,1.8
DC-05,2026-05-06,QX-PRO-645,92,4.1
DC-05,2026-05-06,QX-DRY-647,245,4.8
DC-05,2026-05-06,QX-PRO-653,259,8.1
DC-05,2026-05-06,QX-FRZ-655,241,2.4
DC-05,2026-05-06,QX-BAK-659,136,2.3
DC-05,2026-05-06,QX-HHD-660,288,4.7
DC-05,2026-05-06,QX-CHL-662,5,6.6
DC-05,2026-05-06,QX-TIN-664,297,4.5
DC-05,2026-05-06,QX-BAK-667,333,0.2
DC-05,2026-05-06,QX-CHL-670,182,8.1
DC-05,2026-05-06,QX-PRO-672,228,4.8
DC-05,2026-05-06,QX-BAK-675,290,3.7
DC-05,2026-05-06,QX-HBC-676,46,4.0
DC-05,2026-05-06,QX-DRK-683,242,5.5
DC-05,2026-05-06,QX-TIN-687,4,3.0
DC-05,2026-05-06,QX-TIN-691,205,8.1
DC-05,2026-05-06,QX-CHL-692,73,7.7
DC-05,2026-05-06,QX-BAK-696,229,8.1
DC-05,2026-05-06,QX-FRZ-702,182,7.6
DC-05,2026-05-06,QX-DRK-705,102,6.4
DC-05,2026-05-06,QX-HHD-707,257,8.9
DC-05,2026-05-06,QX-DRK-709,67,9.1
DC-05,2026-05-06,QX-HHD-710,153,4.5
DC-05,2026-05-06,QX-PRO-714,152,4.7
DC-05,2026-05-06,QX-CHL-716,28,8.4
DC-05,2026-05-06,QX-FRZ-717,300,8.9
DC-05,2026-05-06,QX-BWS-721,154,2.6
DC-05,2026-05-06,QX-HBC-725,170,1.9
DC-05,2026-05-06,QX-FRZ-727,25,1.5
DC-05,2026-05-06,QX-HHD-729,57,2.1
DC-05,2026-05-06,QX-BAK-732,171,5.1
DC-05,2026-05-06,QX-HBC-733,303,2.5
DC-05,2026-05-06,QX-PRO-735,188,2.2
DC-05,2026-05-06,QX-FRZ-738,288,4.7
DC-05,2026-05-06,QX-CHL-739,213,6.0
DC-05,2026-05-06,QX-PRO-744,44,4.8
DC-05,2026-05-06,QX-BAK-745,166,8.3
DC-05,2026-05-06,QX-BWS-747,46,9.0
DC-05,2026-05-06,QX-FRZ-749,53,5.1
DC-05,2026-05-06,QX-DRY-751,200,9.4
DC-05,2026-05-06,QX-DRK-755,188,2.0
DC-05,2026-05-06,QX-CHL-756,13,8.5
DC-05,2026-05-06,QX-TIN-761,77,0.8
DC-05,2026-05-06,QX-FRZ-764,41,5.2
DC-05,2026-05-06,QX-BWS-771,160,5.5
DC-05,2026-05-06,QX-CHL-777,234,5.3
DC-05,2026-05-06,QX-DRY-781,38,8.0
DC-05,2026-05-06,QX-CER-784,84,4.1
DC-05,2026-05-06,QX-HBC-786,252,6.2
DC-05,2026-05-06,QX-FRZ-792,280,3.1
DC-05,2026-05-06,QX-DRK-794,165,0.9
DC-05,2026-05-06,QX-DRK-797,54,0.2
DC-05,2026-05-06,QX-FRZ-806,61,8.3
